line_number,raw_line,timestamp_raw,parsed_datetime,host,process,pid,event_type,attack_stage,username,source_ip,source_port,command,is_privileged_account,is_suspicious_source,parse_status
8384,Jul 11 03:14:15 backup01 sshd[3262]: Failed password for backup from 203.0.113.89 port 47971 ssh2,Jul 11 03:14:15,2026-07-11 03:14:15,backup01,sshd,3262,failed_password,initial_access_attempt,backup,203.0.113.89,47971,,True,True,parsed
8385,Jul 11 03:14:16 backup01 sshd[9234]: Failed password for root from 203.0.113.89 port 36643 ssh2,Jul 11 03:14:16,2026-07-11 03:14:16,backup01,sshd,9234,failed_password,initial_access_attempt,root,203.0.113.89,36643,,True,True,parsed
8386,Jul 11 03:14:27 backup01 sshd[5902]: Failed password for backup from 203.0.113.89 port 61845 ssh2,Jul 11 03:14:27,2026-07-11 03:14:27,backup01,sshd,5902,failed_password,initial_access_attempt,backup,203.0.113.89,61845,,True,True,parsed
8387,Jul 11 03:14:28 backup01 sshd[3959]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:14:28,2026-07-11 03:14:28,backup01,sshd,3959,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8388,Jul 11 03:14:30 backup01 sshd[7130]: Failed password for backup from 203.0.113.89 port 57170 ssh2,Jul 11 03:14:30,2026-07-11 03:14:30,backup01,sshd,7130,failed_password,initial_access_attempt,backup,203.0.113.89,57170,,True,True,parsed
8389,Jul 11 03:14:42 backup01 sshd[7468]: Failed password for invalid user oracle from 203.0.113.89 port 54539 ssh2,Jul 11 03:14:42,2026-07-11 03:14:42,backup01,sshd,7468,failed_password,initial_access_attempt,oracle,203.0.113.89,54539,,False,True,parsed
8390,Jul 11 03:15:12 backup01 sshd[6957]: Failed password for invalid user oracle from 203.0.113.89 port 63657 ssh2,Jul 11 03:15:12,2026-07-11 03:15:12,backup01,sshd,6957,failed_password,initial_access_attempt,oracle,203.0.113.89,63657,,False,True,parsed
8391,Jul 11 03:15:14 backup01 sshd[5592]: Failed password for invalid user admin from 203.0.113.89 port 61881 ssh2,Jul 11 03:15:14,2026-07-11 03:15:14,backup01,sshd,5592,failed_password,initial_access_attempt,admin,203.0.113.89,61881,,True,True,parsed
8392,Jul 11 03:15:29 backup01 sshd[5657]: Failed password for invalid user admin from 203.0.113.89 port 38112 ssh2,Jul 11 03:15:29,2026-07-11 03:15:29,backup01,sshd,5657,failed_password,initial_access_attempt,admin,203.0.113.89,38112,,True,True,parsed
8393,Jul 11 03:15:37 backup01 sshd[4560]: Failed password for invalid user admin from 203.0.113.89 port 52443 ssh2,Jul 11 03:15:37,2026-07-11 03:15:37,backup01,sshd,4560,failed_password,initial_access_attempt,admin,203.0.113.89,52443,,True,True,parsed
8394,Jul 11 03:15:40 backup01 sshd[5836]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:15:40,2026-07-11 03:15:40,backup01,sshd,5836,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8395,Jul 11 03:15:54 backup01 sshd[2803]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:15:54,2026-07-11 03:15:54,backup01,sshd,2803,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8396,Jul 11 03:16:13 backup01 sshd[1685]: Failed password for invalid user oracle from 203.0.113.89 port 57856 ssh2,Jul 11 03:16:13,2026-07-11 03:16:13,backup01,sshd,1685,failed_password,initial_access_attempt,oracle,203.0.113.89,57856,,False,True,parsed
8397,Jul 11 03:16:19 backup01 sshd[8284]: Failed password for backup from 203.0.113.89 port 43470 ssh2,Jul 11 03:16:19,2026-07-11 03:16:19,backup01,sshd,8284,failed_password,initial_access_attempt,backup,203.0.113.89,43470,,True,True,parsed
8398,Jul 11 03:16:23 backup01 sshd[8432]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:16:23,2026-07-11 03:16:23,backup01,sshd,8432,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8399,Jul 11 03:16:27 backup01 sshd[8408]: Failed password for backup from 203.0.113.89 port 47543 ssh2,Jul 11 03:16:27,2026-07-11 03:16:27,backup01,sshd,8408,failed_password,initial_access_attempt,backup,203.0.113.89,47543,,True,True,parsed
8400,Jul 11 03:16:28 backup01 sshd[7585]: Failed password for backup from 203.0.113.89 port 40738 ssh2,Jul 11 03:16:28,2026-07-11 03:16:28,backup01,sshd,7585,failed_password,initial_access_attempt,backup,203.0.113.89,40738,,True,True,parsed
8401,Jul 11 03:16:31 backup01 sshd[1579]: Failed password for backup from 203.0.113.89 port 31147 ssh2,Jul 11 03:16:31,2026-07-11 03:16:31,backup01,sshd,1579,failed_password,initial_access_attempt,backup,203.0.113.89,31147,,True,True,parsed
8402,Jul 11 03:16:35 backup01 sshd[3284]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:16:35,2026-07-11 03:16:35,backup01,sshd,3284,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8403,Jul 11 03:16:42 backup01 sshd[1528]: Failed password for deploy from 203.0.113.89 port 36644 ssh2,Jul 11 03:16:42,2026-07-11 03:16:42,backup01,sshd,1528,failed_password,initial_access_attempt,deploy,203.0.113.89,36644,,False,True,parsed
8404,Jul 11 03:16:27 backup01 sshd[2671]: error: maximum authentication attempts exceeded for backup from 203.0.113.89 port 53648 ssh2 [preauth],Jul 11 03:16:27,2026-07-11 03:16:27,backup01,sshd,2671,max_auth_attempts,brute_force_or_password_spraying,backup,203.0.113.89,53648,,True,True,parsed
8405,Jul 11 03:16:47 backup01 sshd[2185]: Failed password for root from 203.0.113.89 port 54530 ssh2,Jul 11 03:16:47,2026-07-11 03:16:47,backup01,sshd,2185,failed_password,initial_access_attempt,root,203.0.113.89,54530,,True,True,parsed
8406,Jul 11 03:16:48 backup01 sshd[8099]: Failed password for backup from 203.0.113.89 port 32114 ssh2,Jul 11 03:16:48,2026-07-11 03:16:48,backup01,sshd,8099,failed_password,initial_access_attempt,backup,203.0.113.89,32114,,True,True,parsed
8407,Jul 11 03:16:55 backup01 sshd[1491]: Failed password for ops from 198.51.100.23 port 54619 ssh2,Jul 11 03:16:55,2026-07-11 03:16:55,backup01,sshd,1491,failed_password,initial_access_attempt,ops,198.51.100.23,54619,,True,True,parsed
8408,Jul 11 03:16:57 backup01 sshd[8886]: Failed password for root from 203.0.113.89 port 46275 ssh2,Jul 11 03:16:57,2026-07-11 03:16:57,backup01,sshd,8886,failed_password,initial_access_attempt,root,203.0.113.89,46275,,True,True,parsed
8409,Jul 11 03:17:12 backup01 sshd[5996]: Failed password for backup from 203.0.113.89 port 31386 ssh2,Jul 11 03:17:12,2026-07-11 03:17:12,backup01,sshd,5996,failed_password,initial_access_attempt,backup,203.0.113.89,31386,,True,True,parsed
8410,Jul 11 03:17:12 backup01 sshd[6126]: Failed password for invalid user admin from 203.0.113.89 port 38437 ssh2,Jul 11 03:17:12,2026-07-11 03:17:12,backup01,sshd,6126,failed_password,initial_access_attempt,admin,203.0.113.89,38437,,True,True,parsed
8411,Jul 11 03:17:13 backup01 sshd[2902]: Failed password for root from 203.0.113.89 port 59258 ssh2,Jul 11 03:17:13,2026-07-11 03:17:13,backup01,sshd,2902,failed_password,initial_access_attempt,root,203.0.113.89,59258,,True,True,parsed
8412,Jul 11 03:17:18 backup01 sshd[8548]: Failed password for invalid user oracle from 203.0.113.89 port 40348 ssh2,Jul 11 03:17:18,2026-07-11 03:17:18,backup01,sshd,8548,failed_password,initial_access_attempt,oracle,203.0.113.89,40348,,False,True,parsed
8413,Jul 11 03:17:19 backup01 sshd[3377]: Failed password for deploy from 203.0.113.89 port 36134 ssh2,Jul 11 03:17:19,2026-07-11 03:17:19,backup01,sshd,3377,failed_password,initial_access_attempt,deploy,203.0.113.89,36134,,False,True,parsed
8414,Jul 11 03:18:04 backup01 sshd[4673]: Failed password for root from 203.0.113.89 port 44318 ssh2,Jul 11 03:18:04,2026-07-11 03:18:04,backup01,sshd,4673,failed_password,initial_access_attempt,root,203.0.113.89,44318,,True,True,parsed
8415,Jul 11 03:18:06 backup01 sshd[2404]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:18:06,2026-07-11 03:18:06,backup01,sshd,2404,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8416,Jul 11 03:18:09 backup01 sshd[8183]: Failed password for invalid user admin from 203.0.113.89 port 52552 ssh2,Jul 11 03:18:09,2026-07-11 03:18:09,backup01,sshd,8183,failed_password,initial_access_attempt,admin,203.0.113.89,52552,,True,True,parsed
8417,Jul 11 03:18:13 backup01 sshd[5044]: Failed password for postgres from 203.0.113.89 port 48662 ssh2,Jul 11 03:18:13,2026-07-11 03:18:13,backup01,sshd,5044,failed_password,initial_access_attempt,postgres,203.0.113.89,48662,,False,True,parsed
8418,Jul 11 03:18:25 backup01 sshd[4058]: Failed password for invalid user admin from 203.0.113.89 port 62851 ssh2,Jul 11 03:18:25,2026-07-11 03:18:25,backup01,sshd,4058,failed_password,initial_access_attempt,admin,203.0.113.89,62851,,True,True,parsed
8419,Jul 11 03:18:26 backup01 sshd[3374]: Failed password for invalid user admin from 203.0.113.89 port 35730 ssh2,Jul 11 03:18:26,2026-07-11 03:18:26,backup01,sshd,3374,failed_password,initial_access_attempt,admin,203.0.113.89,35730,,True,True,parsed
8420,Jul 11 03:18:50 backup01 sshd[1830]: Failed password for backup from 203.0.113.89 port 36151 ssh2,Jul 11 03:18:50,2026-07-11 03:18:50,backup01,sshd,1830,failed_password,initial_access_attempt,backup,203.0.113.89,36151,,True,True,parsed
8421,Jul 11 03:18:54 backup01 sshd[4861]: Failed password for root from 203.0.113.89 port 41308 ssh2,Jul 11 03:18:54,2026-07-11 03:18:54,backup01,sshd,4861,failed_password,initial_access_attempt,root,203.0.113.89,41308,,True,True,parsed
8422,Jul 11 03:18:58 backup01 sshd[6614]: Failed password for root from 203.0.113.89 port 37401 ssh2,Jul 11 03:18:58,2026-07-11 03:18:58,backup01,sshd,6614,failed_password,initial_access_attempt,root,203.0.113.89,37401,,True,True,parsed
8423,Jul 11 03:19:22 backup01 sshd[5036]: Failed password for root from 203.0.113.89 port 48249 ssh2,Jul 11 03:19:22,2026-07-11 03:19:22,backup01,sshd,5036,failed_password,initial_access_attempt,root,203.0.113.89,48249,,True,True,parsed
8424,Jul 11 03:19:32 backup01 sshd[7118]: Failed password for root from 203.0.113.89 port 40759 ssh2,Jul 11 03:19:32,2026-07-11 03:19:32,backup01,sshd,7118,failed_password,initial_access_attempt,root,203.0.113.89,40759,,True,True,parsed
8425,Jul 11 03:19:33 backup01 sshd[4080]: Failed password for root from 203.0.113.89 port 54603 ssh2,Jul 11 03:19:33,2026-07-11 03:19:33,backup01,sshd,4080,failed_password,initial_access_attempt,root,203.0.113.89,54603,,True,True,parsed
8426,Jul 11 03:19:33 backup01 sshd[4378]: Failed password for postgres from 203.0.113.89 port 31029 ssh2,Jul 11 03:19:33,2026-07-11 03:19:33,backup01,sshd,4378,failed_password,initial_access_attempt,postgres,203.0.113.89,31029,,False,True,parsed
8427,Jul 11 03:19:34 backup01 sshd[2550]: Accepted password for j.singer from 192.0.2.11 port 62791 ssh2,Jul 11 03:19:34,2026-07-11 03:19:34,backup01,sshd,2550,accepted_password,possible_successful_access,j.singer,192.0.2.11,62791,,False,True,parsed
8428,Jul 11 03:19:41 backup01 sshd[7706]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:19:41,2026-07-11 03:19:41,backup01,sshd,7706,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8429,Jul 11 03:19:46 backup01 sshd[7381]: Failed password for deploy from 203.0.113.89 port 48454 ssh2,Jul 11 03:19:46,2026-07-11 03:19:46,backup01,sshd,7381,failed_password,initial_access_attempt,deploy,203.0.113.89,48454,,False,True,parsed
8430,Jul 11 03:19:34 backup01 sshd[6130]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 11 03:19:34,2026-07-11 03:19:34,backup01,sshd,6130,session_opened,session_activity,j.singer,,,,False,False,parsed
8431,Jul 11 03:20:22 backup01 sshd[9332]: Failed password for backup from 203.0.113.89 port 43294 ssh2,Jul 11 03:20:22,2026-07-11 03:20:22,backup01,sshd,9332,failed_password,initial_access_attempt,backup,203.0.113.89,43294,,True,True,parsed
8432,Jul 11 03:20:48 backup01 sshd[7501]: Failed password for backup from 203.0.113.89 port 47228 ssh2,Jul 11 03:20:48,2026-07-11 03:20:48,backup01,sshd,7501,failed_password,initial_access_attempt,backup,203.0.113.89,47228,,True,True,parsed
8433,Jul 11 03:20:53 backup01 sshd[9480]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:20:53,2026-07-11 03:20:53,backup01,sshd,9480,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8434,Jul 11 03:20:54 backup01 sshd[8791]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:20:54,2026-07-11 03:20:54,backup01,sshd,8791,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8435,Jul 11 03:21:05 backup01 sshd[1705]: Failed password for invalid user admin from 203.0.113.89 port 63542 ssh2,Jul 11 03:21:05,2026-07-11 03:21:05,backup01,sshd,1705,failed_password,initial_access_attempt,admin,203.0.113.89,63542,,True,True,parsed
8436,Jul 11 03:21:18 backup01 sshd[1850]: Failed password for backup from 203.0.113.89 port 37940 ssh2,Jul 11 03:21:18,2026-07-11 03:21:18,backup01,sshd,1850,failed_password,initial_access_attempt,backup,203.0.113.89,37940,,True,True,parsed
8437,Jul 11 03:21:40 backup01 sshd[2790]: Failed password for deploy from 203.0.113.89 port 47910 ssh2,Jul 11 03:21:40,2026-07-11 03:21:40,backup01,sshd,2790,failed_password,initial_access_attempt,deploy,203.0.113.89,47910,,False,True,parsed
8438,Jul 11 03:21:42 backup01 sshd[8812]: Failed password for invalid user admin from 203.0.113.89 port 56915 ssh2,Jul 11 03:21:42,2026-07-11 03:21:42,backup01,sshd,8812,failed_password,initial_access_attempt,admin,203.0.113.89,56915,,True,True,parsed
8439,Jul 11 03:21:45 backup01 sshd[6572]: Failed password for backup from 203.0.113.89 port 38526 ssh2,Jul 11 03:21:45,2026-07-11 03:21:45,backup01,sshd,6572,failed_password,initial_access_attempt,backup,203.0.113.89,38526,,True,True,parsed
8440,Jul 11 03:21:55 backup01 sshd[8171]: Failed password for backup from 203.0.113.89 port 34642 ssh2,Jul 11 03:21:55,2026-07-11 03:21:55,backup01,sshd,8171,failed_password,initial_access_attempt,backup,203.0.113.89,34642,,True,True,parsed
8441,Jul 11 03:22:06 backup01 sshd[1626]: Failed password for root from 203.0.113.89 port 58773 ssh2,Jul 11 03:22:06,2026-07-11 03:22:06,backup01,sshd,1626,failed_password,initial_access_attempt,root,203.0.113.89,58773,,True,True,parsed
8442,Jul 11 03:22:13 backup01 sshd[7905]: Failed password for root from 203.0.113.89 port 51275 ssh2,Jul 11 03:22:13,2026-07-11 03:22:13,backup01,sshd,7905,failed_password,initial_access_attempt,root,203.0.113.89,51275,,True,True,parsed
8443,Jul 11 03:22:18 backup01 sshd[3344]: Failed password for root from 203.0.113.89 port 39426 ssh2,Jul 11 03:22:18,2026-07-11 03:22:18,backup01,sshd,3344,failed_password,initial_access_attempt,root,203.0.113.89,39426,,True,True,parsed
8444,Jul 11 03:22:18 backup01 sshd[8982]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:22:18,2026-07-11 03:22:18,backup01,sshd,8982,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8445,Jul 11 03:22:21 backup01 sshd[6885]: Failed password for backup from 203.0.113.89 port 51090 ssh2,Jul 11 03:22:21,2026-07-11 03:22:21,backup01,sshd,6885,failed_password,initial_access_attempt,backup,203.0.113.89,51090,,True,True,parsed
8446,Jul 11 03:22:24 backup01 sshd[3642]: Failed password for root from 203.0.113.89 port 54140 ssh2,Jul 11 03:22:24,2026-07-11 03:22:24,backup01,sshd,3642,failed_password,initial_access_attempt,root,203.0.113.89,54140,,True,True,parsed
8447,Jul 11 03:22:38 backup01 sshd[2428]: Failed password for root from 203.0.113.89 port 48921 ssh2,Jul 11 03:22:38,2026-07-11 03:22:38,backup01,sshd,2428,failed_password,initial_access_attempt,root,203.0.113.89,48921,,True,True,parsed
8448,Jul 11 03:23:05 backup01 sshd[7366]: Failed password for postgres from 203.0.113.89 port 56933 ssh2,Jul 11 03:23:05,2026-07-11 03:23:05,backup01,sshd,7366,failed_password,initial_access_attempt,postgres,203.0.113.89,56933,,False,True,parsed
8449,Jul 11 03:23:08 backup01 sshd[3174]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:23:08,2026-07-11 03:23:08,backup01,sshd,3174,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8450,Jul 11 03:23:21 backup01 sshd[6429]: Failed password for backup from 203.0.113.89 port 59825 ssh2,Jul 11 03:23:21,2026-07-11 03:23:21,backup01,sshd,6429,failed_password,initial_access_attempt,backup,203.0.113.89,59825,,True,True,parsed
8451,Jul 11 03:23:34 backup01 sshd[6312]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:23:34,2026-07-11 03:23:34,backup01,sshd,6312,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8452,Jul 11 03:23:36 backup01 sshd[2441]: Failed password for invalid user admin from 203.0.113.89 port 33929 ssh2,Jul 11 03:23:36,2026-07-11 03:23:36,backup01,sshd,2441,failed_password,initial_access_attempt,admin,203.0.113.89,33929,,True,True,parsed
8453,Jul 11 03:23:39 backup01 sshd[4704]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:23:39,2026-07-11 03:23:39,backup01,sshd,4704,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8454,Jul 11 03:24:08 backup01 sshd[7249]: Failed password for root from 203.0.113.89 port 43913 ssh2,Jul 11 03:24:08,2026-07-11 03:24:08,backup01,sshd,7249,failed_password,initial_access_attempt,root,203.0.113.89,43913,,True,True,parsed
8455,Jul 11 03:24:08 backup01 sshd[1483]: error: maximum authentication attempts exceeded for root from 203.0.113.89 port 57103 ssh2 [preauth],Jul 11 03:24:08,2026-07-11 03:24:08,backup01,sshd,1483,max_auth_attempts,brute_force_or_password_spraying,root,203.0.113.89,57103,,True,True,parsed
8456,Jul 11 03:24:14 backup01 sshd[3354]: Failed password for backup from 203.0.113.89 port 64685 ssh2,Jul 11 03:24:14,2026-07-11 03:24:14,backup01,sshd,3354,failed_password,initial_access_attempt,backup,203.0.113.89,64685,,True,True,parsed
8457,Jul 11 03:24:24 backup01 sshd[5544]: Failed password for backup from 203.0.113.89 port 47144 ssh2,Jul 11 03:24:24,2026-07-11 03:24:24,backup01,sshd,5544,failed_password,initial_access_attempt,backup,203.0.113.89,47144,,True,True,parsed
8458,Jul 11 03:24:28 backup01 sshd[1340]: Failed password for invalid user oracle from 203.0.113.89 port 60207 ssh2,Jul 11 03:24:28,2026-07-11 03:24:28,backup01,sshd,1340,failed_password,initial_access_attempt,oracle,203.0.113.89,60207,,False,True,parsed
8459,Jul 11 03:24:28 backup01 sshd[2844]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:24:28,2026-07-11 03:24:28,backup01,sshd,2844,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8460,Jul 11 03:24:28 backup01 sshd[2965]: Failed password for invalid user admin from 203.0.113.89 port 56656 ssh2,Jul 11 03:24:28,2026-07-11 03:24:28,backup01,sshd,2965,failed_password,initial_access_attempt,admin,203.0.113.89,56656,,True,True,parsed
8461,Jul 11 03:24:47 backup01 sshd[3381]: Failed password for backup from 203.0.113.89 port 48319 ssh2,Jul 11 03:24:47,2026-07-11 03:24:47,backup01,sshd,3381,failed_password,initial_access_attempt,backup,203.0.113.89,48319,,True,True,parsed
8462,Jul 11 03:25:14 backup01 sshd[3284]: Failed password for root from 203.0.113.89 port 41499 ssh2,Jul 11 03:25:14,2026-07-11 03:25:14,backup01,sshd,3284,failed_password,initial_access_attempt,root,203.0.113.89,41499,,True,True,parsed
8463,Jul 11 03:25:37 backup01 sshd[9750]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:25:37,2026-07-11 03:25:37,backup01,sshd,9750,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8464,Jul 11 03:25:42 backup01 sshd[4989]: Failed password for invalid user admin from 203.0.113.89 port 35176 ssh2,Jul 11 03:25:42,2026-07-11 03:25:42,backup01,sshd,4989,failed_password,initial_access_attempt,admin,203.0.113.89,35176,,True,True,parsed
8465,Jul 11 03:25:43 backup01 sshd[8928]: Failed password for backup from 203.0.113.89 port 51955 ssh2,Jul 11 03:25:43,2026-07-11 03:25:43,backup01,sshd,8928,failed_password,initial_access_attempt,backup,203.0.113.89,51955,,True,True,parsed
8466,Jul 11 03:26:06 backup01 sshd[3660]: Failed password for invalid user admin from 203.0.113.89 port 48871 ssh2,Jul 11 03:26:06,2026-07-11 03:26:06,backup01,sshd,3660,failed_password,initial_access_attempt,admin,203.0.113.89,48871,,True,True,parsed
8467,Jul 11 03:26:08 backup01 sshd[6274]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:26:08,2026-07-11 03:26:08,backup01,sshd,6274,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8468,Jul 11 03:26:22 backup01 sshd[5158]: Failed password for invalid user admin from 203.0.113.89 port 53891 ssh2,Jul 11 03:26:22,2026-07-11 03:26:22,backup01,sshd,5158,failed_password,initial_access_attempt,admin,203.0.113.89,53891,,True,True,parsed
8469,Jul 11 03:26:30 backup01 sshd[2925]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:26:30,2026-07-11 03:26:30,backup01,sshd,2925,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8470,Jul 11 03:26:30 backup01 sshd[9580]: Failed password for invalid user admin from 203.0.113.89 port 62647 ssh2,Jul 11 03:26:30,2026-07-11 03:26:30,backup01,sshd,9580,failed_password,initial_access_attempt,admin,203.0.113.89,62647,,True,True,parsed
8471,Jul 11 03:26:37 backup01 sshd[3651]: Failed password for root from 203.0.113.89 port 40441 ssh2,Jul 11 03:26:37,2026-07-11 03:26:37,backup01,sshd,3651,failed_password,initial_access_attempt,root,203.0.113.89,40441,,True,True,parsed
8472,Jul 11 03:26:39 backup01 sshd[1994]: Failed password for postgres from 203.0.113.89 port 61622 ssh2,Jul 11 03:26:39,2026-07-11 03:26:39,backup01,sshd,1994,failed_password,initial_access_attempt,postgres,203.0.113.89,61622,,False,True,parsed
8473,Jul 11 03:26:40 backup01 sshd[2870]: Failed password for postgres from 203.0.113.89 port 50125 ssh2,Jul 11 03:26:40,2026-07-11 03:26:40,backup01,sshd,2870,failed_password,initial_access_attempt,postgres,203.0.113.89,50125,,False,True,parsed
8474,Jul 11 03:26:45 backup01 sshd[7362]: Failed password for invalid user admin from 203.0.113.89 port 36417 ssh2,Jul 11 03:26:45,2026-07-11 03:26:45,backup01,sshd,7362,failed_password,initial_access_attempt,admin,203.0.113.89,36417,,True,True,parsed
8475,Jul 11 03:26:48 backup01 sshd[3054]: Failed password for root from 203.0.113.89 port 34870 ssh2,Jul 11 03:26:48,2026-07-11 03:26:48,backup01,sshd,3054,failed_password,initial_access_attempt,root,203.0.113.89,34870,,True,True,parsed
8476,Jul 11 03:26:51 backup01 sshd[8434]: Failed password for backup from 203.0.113.89 port 32847 ssh2,Jul 11 03:26:51,2026-07-11 03:26:51,backup01,sshd,8434,failed_password,initial_access_attempt,backup,203.0.113.89,32847,,True,True,parsed
8477,Jul 11 03:27:21 backup01 sshd[4219]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:27:21,2026-07-11 03:27:21,backup01,sshd,4219,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8478,Jul 11 03:27:28 backup01 sshd[3502]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:27:28,2026-07-11 03:27:28,backup01,sshd,3502,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8479,Jul 11 03:27:48 backup01 sshd[7485]: Failed password for invalid user admin from 203.0.113.89 port 55023 ssh2,Jul 11 03:27:48,2026-07-11 03:27:48,backup01,sshd,7485,failed_password,initial_access_attempt,admin,203.0.113.89,55023,,True,True,parsed
8480,Jul 11 03:27:57 backup01 sshd[3620]: Failed password for root from 203.0.113.89 port 59539 ssh2,Jul 11 03:27:57,2026-07-11 03:27:57,backup01,sshd,3620,failed_password,initial_access_attempt,root,203.0.113.89,59539,,True,True,parsed
8481,Jul 11 03:28:07 backup01 sshd[2080]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:28:07,2026-07-11 03:28:07,backup01,sshd,2080,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8482,Jul 11 03:28:30 backup01 sshd[6250]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:28:30,2026-07-11 03:28:30,backup01,sshd,6250,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8483,Jul 11 03:28:32 backup01 sshd[5809]: Failed password for invalid user oracle from 203.0.113.89 port 47429 ssh2,Jul 11 03:28:32,2026-07-11 03:28:32,backup01,sshd,5809,failed_password,initial_access_attempt,oracle,203.0.113.89,47429,,False,True,parsed
8484,Jul 11 03:28:35 backup01 sshd[1857]: Failed password for invalid user admin from 203.0.113.89 port 64664 ssh2,Jul 11 03:28:35,2026-07-11 03:28:35,backup01,sshd,1857,failed_password,initial_access_attempt,admin,203.0.113.89,64664,,True,True,parsed
8485,Jul 11 03:28:53 backup01 sshd[7287]: Failed password for backup from 203.0.113.89 port 45965 ssh2,Jul 11 03:28:53,2026-07-11 03:28:53,backup01,sshd,7287,failed_password,initial_access_attempt,backup,203.0.113.89,45965,,True,True,parsed
8486,Jul 11 03:28:54 backup01 sshd[3677]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:28:54,2026-07-11 03:28:54,backup01,sshd,3677,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
