line_number,previous_line_number,previous_datetime,current_datetime,delta_seconds,current_raw_line,previous_raw_line
10048,10047,2026-07-11 18:02:03,2026-07-11 18:01:57,-6,Jul 11 18:01:57 backup01 sshd[2968]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 11 18:02:03 backup01 sshd[3858]: Accepted password for j.singer from 192.0.2.30 port 57878 ssh2
10051,10050,2026-07-11 18:02:47,2026-07-11 17:47:49,-898,Jul 11 17:47:49 backup01 sshd[1549]: pam_unix(sshd:session): session closed for user ops,Jul 11 18:02:47 backup01 sshd[7240]: error: maximum authentication attempts exceeded for arun from 192.0.2.40 port 45967 ssh2 [preauth]
10059,10058,2026-07-11 18:06:07,2026-07-11 17:33:12,-1975,Jul 11 17:33:12 backup01 sshd[5644]: pam_unix(sshd:session): session closed for user arun,Jul 11 18:06:07 backup01 sshd[3107]: Connection closed by authenticating user arun 192.0.2.30 port 35365 [preauth]
10064,10063,2026-07-11 18:09:02,2026-07-11 18:08:38,-24,Jul 11 18:08:38 backup01 sshd[3837]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 11 18:09:02 backup01 sshd[3401]: Accepted password for j.maguire from 198.51.100.26 port 43829 ssh2
10074,10073,2026-07-11 18:15:37,2026-07-11 16:50:24,-5113,Jul 11 16:50:24 backup01 sshd[9526]: pam_unix(sshd:session): session closed for user backup,Jul 11 18:15:37 backup01 sshd[3739]: Connection closed by authenticating user j.maguire 192.0.2.10 port 62629 [preauth]
10076,10075,2026-07-11 18:18:13,2026-07-11 17:28:33,-2980,Jul 11 17:28:33 backup01 sshd[4146]: pam_unix(sshd:session): session closed for user ops,Jul 11 18:18:13 backup01 sshd[5251]: Accepted password for arun from 198.51.100.25 port 32726 ssh2
10086,10085,2026-07-11 18:22:08,2026-07-11 18:22:01,-7,Jul 11 18:22:01 backup01 sshd[7651]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 11 18:22:08 backup01 sshd[4847]: pam_unix(sshd:session): session opened for user ops by (uid=0)
10088,10087,2026-07-11 18:22:50,2026-07-11 18:22:01,-49,Jul 11 18:22:01 backup01 sudo:    backup : TTY=pts/2 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,Jul 11 18:22:50 backup01 CRON[7809]: pam_unix(cron:session): session opened for user root by (uid=0)
10089,10088,2026-07-11 18:22:01,2026-07-11 17:29:00,-3181,Jul 11 17:29:00 backup01 sshd[8571]: pam_unix(sshd:session): session closed for user arun,Jul 11 18:22:01 backup01 sudo:    backup : TTY=pts/2 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl status ssh
10100,10099,2026-07-11 18:30:47,2026-07-11 18:29:30,-77,Jul 11 18:29:30 backup01 sudo:    j.maguire : TTY=pts/1 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,Jul 11 18:30:47 backup01 sshd[3418]: Connection closed by authenticating user ops 192.0.2.30 port 38380 [preauth]
10103,10102,2026-07-11 18:32:22,2026-07-11 18:01:57,-1825,Jul 11 18:01:57 backup01 sshd[5852]: pam_unix(sshd:session): session closed for user backup,Jul 11 18:32:22 backup01 sshd[3000]: Accepted password for backup from 198.51.100.25 port 58122 ssh2
10115,10114,2026-07-11 18:39:45,2026-07-11 18:39:19,-26,Jul 11 18:39:19 backup01 sudo:    ops : TTY=pts/3 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,Jul 11 18:39:45 backup01 sshd[3323]: Failed password for backup from 198.51.100.23 port 42666 ssh2
10121,10120,2026-07-11 18:42:28,2026-07-11 17:43:38,-3530,Jul 11 17:43:38 backup01 sshd[6373]: pam_unix(sshd:session): session closed for user j.singer,Jul 11 18:42:28 backup01 sshd[6963]: Invalid user service from 192.0.2.30 port 50922
10128,10127,2026-07-11 18:43:55,2026-07-11 17:50:48,-3187,Jul 11 17:50:48 backup01 sshd[8069]: pam_unix(sshd:session): session closed for user backup,Jul 11 18:43:55 backup01 sshd[8247]: Accepted password for j.singer from 192.0.2.10 port 30810 ssh2
10131,10130,2026-07-11 18:45:52,2026-07-11 18:10:54,-2098,Jul 11 18:10:54 backup01 sshd[8186]: pam_unix(sshd:session): session closed for user j.maguire,Jul 11 18:45:52 backup01 sshd[7428]: Failed password for arun from 198.51.100.24 port 55679 ssh2
10148,10147,2026-07-11 19:00:59,2026-07-11 19:00:56,-3,Jul 11 19:00:56 backup01 sshd[1789]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 11 19:00:59 backup01 sshd[4501]: Invalid user git from 192.0.2.20 port 31174
10150,10149,2026-07-11 19:01:56,2026-07-11 17:35:40,-5176,Jul 11 17:35:40 backup01 sshd[5538]: pam_unix(sshd:session): session closed for user ops,Jul 11 19:01:56 backup01 sshd[4705]: Connection closed by authenticating user arun 192.0.2.12 port 53821 [preauth]
10154,10153,2026-07-11 19:08:08,2026-07-11 17:52:18,-4550,Jul 11 17:52:18 backup01 sshd[2766]: pam_unix(sshd:session): session closed for user backup,Jul 11 19:08:08 backup01 sshd[9361]: Connection closed by authenticating user backup 192.0.2.30 port 36133 [preauth]
10159,10158,2026-07-11 19:13:17,2026-07-11 18:29:30,-2627,Jul 11 18:29:30 backup01 sshd[3659]: pam_unix(sshd:session): session closed for user j.maguire,Jul 11 19:13:17 backup01 sudo:    j.singer : TTY=pts/3 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl status ssh
10160,10159,2026-07-11 18:29:30,2026-07-11 18:22:01,-449,Jul 11 18:22:01 backup01 sshd[9153]: pam_unix(sshd:session): session closed for user backup,Jul 11 18:29:30 backup01 sshd[3659]: pam_unix(sshd:session): session closed for user j.maguire
10161,10160,2026-07-11 18:22:01,2026-07-11 18:10:50,-671,Jul 11 18:10:50 backup01 sshd[4640]: pam_unix(sshd:session): session closed for user j.singer,Jul 11 18:22:01 backup01 sshd[9153]: pam_unix(sshd:session): session closed for user backup
10164,10163,2026-07-11 19:31:02,2026-07-11 18:27:52,-3790,Jul 11 18:27:52 backup01 sshd[2956]: pam_unix(sshd:session): session closed for user arun,Jul 11 19:31:02 backup01 sshd[8183]: Failed password for j.maguire from 192.0.2.40 port 63039 ssh2
10167,10166,2026-07-11 19:41:24,2026-07-11 18:43:24,-3480,Jul 11 18:43:24 backup01 sshd[8447]: pam_unix(sshd:session): session closed for user arun,Jul 11 19:41:24 backup01 CRON[5191]: pam_unix(cron:session): session opened for user root by (uid=0)
10168,10167,2026-07-11 18:43:24,2026-07-11 18:22:08,-1276,Jul 11 18:22:08 backup01 sshd[2249]: pam_unix(sshd:session): session closed for user ops,Jul 11 18:43:24 backup01 sshd[8447]: pam_unix(sshd:session): session closed for user arun
10171,10170,2026-07-11 19:00:56,2026-07-11 18:39:19,-1297,Jul 11 18:39:19 backup01 sshd[2230]: pam_unix(sshd:session): session closed for user ops,Jul 11 19:00:56 backup01 sshd[1348]: pam_unix(sshd:session): session closed for user backup
10174,10173,2026-07-11 20:15:53,2026-07-11 19:13:17,-3756,Jul 11 19:13:17 backup01 sshd[1597]: pam_unix(sshd:session): session closed for user j.singer,Jul 11 20:15:53 backup01 sshd[7111]: Invalid user temp from 192.0.2.40 port 41270
10190,10189,2026-07-11 21:28:44,2026-07-11 21:13:20,-924,Jul 11 21:13:20 backup01 sshd[6924]: pam_unix(sshd:session): session closed for user backup,Jul 11 21:28:44 backup01 sshd[8564]: Accepted password for j.maguire from 192.0.2.30 port 30181 ssh2
10198,10197,2026-07-11 21:46:48,2026-07-11 21:22:36,-1452,Jul 11 21:22:36 backup01 sshd[7327]: pam_unix(sshd:session): session closed for user backup,Jul 11 21:46:48 backup01 sshd[6351]: Accepted password for backup from 192.0.2.10 port 31045 ssh2
10208,10207,2026-07-11 22:32:09,2026-07-11 22:14:43,-1046,Jul 11 22:14:43 backup01 sshd[6925]: pam_unix(sshd:session): session closed for user backup,Jul 11 22:32:09 backup01 CRON[6476]: pam_unix(cron:session): session opened for user root by (uid=0)
10215,10214,2026-07-11 22:40:49,2026-07-11 21:42:55,-3474,Jul 11 21:42:55 backup01 sshd[4171]: pam_unix(sshd:session): session closed for user j.singer,Jul 11 22:40:49 backup01 sshd[8355]: Connection closed by authenticating user j.singer 192.0.2.30 port 51700 [preauth]
10222,10221,2026-07-11 23:01:37,2026-07-11 22:46:15,-922,Jul 11 22:46:15 backup01 sshd[9058]: pam_unix(sshd:session): session closed for user j.singer,Jul 11 23:01:37 backup01 sshd[6161]: error: maximum authentication attempts exceeded for arun from 198.51.100.24 port 64753 ssh2 [preauth]
10223,10222,2026-07-11 22:46:15,2026-07-11 22:00:52,-2723,Jul 11 22:00:52 backup01 sshd[1762]: pam_unix(sshd:session): session closed for user j.singer,Jul 11 22:46:15 backup01 sshd[9058]: pam_unix(sshd:session): session closed for user j.singer
10225,10224,2026-07-11 23:39:38,2026-07-11 22:39:23,-3615,Jul 11 22:39:23 backup01 sshd[7481]: pam_unix(sshd:session): session closed for user j.maguire,Jul 11 23:39:38 backup01 sshd[9481]: Failed password for j.singer from 198.51.100.25 port 38123 ssh2
10231,10230,2026-07-12 00:04:34,2026-07-11 22:35:57,-5317,Jul 11 22:35:57 backup01 sshd[4685]: pam_unix(sshd:session): session closed for user ops,Jul 12 00:04:34 backup01 sshd[6104]: error: maximum authentication attempts exceeded for ops from 198.51.100.25 port 61129 ssh2 [preauth]
10238,10237,2026-07-12 00:25:36,2026-07-12 00:09:49,-947,Jul 12 00:09:49 backup01 sshd[1518]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 00:25:36 backup01 CRON[2793]: pam_unix(cron:session): session opened for user root by (uid=0)
10250,10249,2026-07-12 01:04:48,2026-07-12 00:13:36,-3072,Jul 12 00:13:36 backup01 sshd[1770]: pam_unix(sshd:session): session closed for user j.singer,Jul 12 01:04:48 backup01 sudo:    backup : TTY=pts/4 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2
10252,10251,2026-07-12 01:14:17,2026-07-12 00:58:01,-976,Jul 12 00:58:01 backup01 sshd[8228]: pam_unix(sshd:session): session closed for user backup,Jul 12 01:14:17 backup01 sshd[8428]: Accepted password for ops from 192.0.2.21 port 30304 ssh2
10255,10254,2026-07-12 01:43:30,2026-07-12 01:03:56,-2374,Jul 12 01:03:56 backup01 sshd[2933]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 01:43:30 backup01 sshd[1568]: Connection closed by authenticating user arun 198.51.100.26 port 55677 [preauth]
10267,10266,2026-07-12 02:15:23,2026-07-12 01:04:48,-4235,Jul 12 01:04:48 backup01 sshd[7564]: pam_unix(sshd:session): session closed for user backup,Jul 12 02:15:23 backup01 CRON[1411]: pam_unix(cron:session): session opened for user backup by (uid=0)
10270,10269,2026-07-12 02:23:28,2026-07-12 02:02:20,-1268,Jul 12 02:02:20 backup01 sshd[3898]: pam_unix(sshd:session): session closed for user j.singer,Jul 12 02:23:28 backup01 sshd[3551]: pam_unix(sshd:session): session opened for user backup by (uid=0)
10273,10272,2026-07-12 02:30:39,2026-07-12 01:55:47,-2092,Jul 12 01:55:47 backup01 sshd[2823]: pam_unix(sshd:session): session closed for user j.singer,Jul 12 02:30:39 backup01 CRON[7861]: pam_unix(cron:session): session opened for user backup by (uid=0)
10315,10314,2026-07-12 03:13:34,2026-07-12 03:10:39,-175,Jul 12 03:10:39 backup01 sshd[6682]: pam_unix(sshd:session): session closed for user arun,Jul 12 03:13:34 backup01 sshd[4965]: Failed password for postgres from 198.51.100.89 port 35317 ssh2
10408,10407,2026-07-12 03:40:09,2026-07-12 03:40:06,-3,Jul 12 03:40:06 backup01 sshd[4274]: error: maximum authentication attempts exceeded for root from 198.51.100.89 port 55497 ssh2 [preauth],Jul 12 03:40:09 backup01 sshd[7654]: Failed password for backup from 198.51.100.89 port 52405 ssh2
10445,10444,2026-07-12 03:51:21,2026-07-12 03:51:17,-4,Jul 12 03:51:17 backup01 sshd[4491]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 12 03:51:21 backup01 sshd[3638]: Failed password for root from 198.51.100.89 port 52980 ssh2
10456,10455,2026-07-12 03:52:23,2026-07-12 02:23:28,-5335,Jul 12 02:23:28 backup01 sshd[6467]: pam_unix(sshd:session): session closed for user backup,Jul 12 03:52:23 backup01 sshd[5844]: Failed password for root from 198.51.100.89 port 54252 ssh2
10561,10560,2026-07-12 04:21:11,2026-07-12 04:21:02,-9,Jul 12 04:21:02 backup01 sshd[3682]: error: maximum authentication attempts exceeded for backup from 198.51.100.89 port 36726 ssh2 [preauth],Jul 12 04:21:11 backup01 sshd[3773]: error: maximum authentication attempts exceeded for admin from 198.51.100.89 port 58077 ssh2 [preauth]
10571,10570,2026-07-12 04:24:09,2026-07-12 03:51:17,-1972,Jul 12 03:51:17 backup01 sshd[4149]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 04:24:09 backup01 sshd[5591]: Failed password for postgres from 198.51.100.89 port 50832 ssh2
10589,10588,2026-07-12 04:29:16,2026-07-12 03:07:35,-4901,Jul 12 03:07:35 backup01 sshd[5273]: pam_unix(sshd:session): session closed for user ops,Jul 12 04:29:16 backup01 sshd[3554]: Failed password for backup from 198.51.100.89 port 50517 ssh2
10631,10630,2026-07-12 04:40:51,2026-07-12 03:55:59,-2692,Jul 12 03:55:59 backup01 sshd[6945]: pam_unix(sshd:session): session closed for user ops,Jul 12 04:40:51 backup01 sshd[5623]: Failed password for root from 198.51.100.89 port 62580 ssh2
10675,10674,2026-07-12 04:51:24,2026-07-12 04:51:08,-16,Jul 12 04:51:08 backup01 sshd[5491]: error: maximum authentication attempts exceeded for root from 198.51.100.89 port 57939 ssh2 [preauth],Jul 12 04:51:24 backup01 sshd[6207]: Failed password for backup from 198.51.100.89 port 48404 ssh2
10741,10740,2026-07-12 05:12:55,2026-07-12 05:12:40,-15,Jul 12 05:12:40 backup01 sshd[4616]: error: maximum authentication attempts exceeded for backup from 198.51.100.89 port 55808 ssh2 [preauth],Jul 12 05:12:55 backup01 sshd[4594]: Failed password for root from 198.51.100.89 port 43056 ssh2
10785,10784,2026-07-12 05:23:55,2026-07-12 05:23:52,-3,Jul 12 05:23:52 backup01 sshd[1336]: error: maximum authentication attempts exceeded for deploy from 198.51.100.89 port 59552 ssh2 [preauth],Jul 12 05:23:55 backup01 sshd[7880]: Failed password for root from 198.51.100.89 port 48399 ssh2
10788,10787,2026-07-12 05:24:07,2026-07-12 05:23:55,-12,Jul 12 05:23:55 backup01 sshd[2409]: error: maximum authentication attempts exceeded for root from 198.51.100.89 port 34357 ssh2 [preauth],Jul 12 05:24:07 backup01 sshd[8999]: Failed password for root from 198.51.100.89 port 57754 ssh2
10808,10807,2026-07-12 05:30:02,2026-07-12 05:29:56,-6,Jul 12 05:29:56 backup01 sshd[1307]: error: maximum authentication attempts exceeded for postgres from 198.51.100.89 port 60661 ssh2 [preauth],Jul 12 05:30:02 backup01 sshd[9799]: Failed password for root from 198.51.100.89 port 54187 ssh2
10928,10927,2026-07-12 06:02:53,2026-07-12 06:02:46,-7,Jul 12 06:02:46 backup01 sshd[5223]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 12 06:02:53 backup01 sshd[6188]: Failed password for invalid user admin from 198.51.100.89 port 46433 ssh2
11058,11057,2026-07-12 07:09:19,2026-07-12 06:02:46,-3993,Jul 12 06:02:46 backup01 sshd[3514]: pam_unix(sshd:session): session closed for user j.singer,Jul 12 07:09:19 backup01 sshd[5666]: Accepted password for ops from 192.0.2.21 port 46538 ssh2
11072,11071,2026-07-12 08:09:50,2026-07-12 08:09:43,-7,Jul 12 08:09:43 backup01 sshd[8211]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 12 08:09:50 backup01 sshd[8832]: Invalid user ubuntu from 192.0.2.10 port 39185
11077,11076,2026-07-12 08:13:30,2026-07-12 08:13:23,-7,Jul 12 08:13:23 backup01 sshd[7881]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 12 08:13:30 backup01 sshd[3900]: Accepted password for j.singer from 192.0.2.11 port 47088 ssh2
11087,11086,2026-07-12 08:18:30,2026-07-12 08:18:22,-8,Jul 12 08:18:22 backup01 sudo:    ops : TTY=pts/3 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/apt update,Jul 12 08:18:30 backup01 sshd[1251]: pam_unix(sshd:session): session opened for user backup by (uid=0)
11123,11122,2026-07-12 08:41:02,2026-07-12 08:25:13,-949,Jul 12 08:25:13 backup01 sshd[7331]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 08:41:02 backup01 sshd[7973]: Accepted password for arun from 192.0.2.10 port 46210 ssh2
11126,11125,2026-07-12 08:46:24,2026-07-12 08:27:12,-1152,Jul 12 08:27:12 backup01 sshd[1721]: pam_unix(sshd:session): session closed for user arun,Jul 12 08:46:24 backup01 CRON[6558]: pam_unix(cron:session): session opened for user root by (uid=0)
11141,11140,2026-07-12 08:57:18,2026-07-12 08:57:02,-16,Jul 12 08:57:02 backup01 sshd[3639]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 12 08:57:18 backup01 sshd[7380]: Failed password for arun from 192.0.2.10 port 44645 ssh2
11142,11141,2026-07-12 08:57:02,2026-07-12 08:21:55,-2107,Jul 12 08:21:55 backup01 sshd[7554]: pam_unix(sshd:session): session closed for user ops,Jul 12 08:57:02 backup01 sshd[3639]: pam_unix(sshd:session): session opened for user arun by (uid=0)
11145,11144,2026-07-12 08:59:54,2026-07-12 07:57:20,-3754,Jul 12 07:57:20 backup01 sshd[3283]: pam_unix(sshd:session): session closed for user arun,Jul 12 08:59:54 backup01 sshd[6600]: error: maximum authentication attempts exceeded for j.maguire from 192.0.2.40 port 40951 ssh2 [preauth]
11163,11162,2026-07-12 09:11:54,2026-07-12 08:39:13,-1961,Jul 12 08:39:13 backup01 sshd[6986]: pam_unix(sshd:session): session closed for user backup,Jul 12 09:11:54 backup01 CRON[2049]: pam_unix(cron:session): session opened for user root by (uid=0)
11168,11167,2026-07-12 09:14:30,2026-07-12 08:57:02,-1048,Jul 12 08:57:02 backup01 sshd[6422]: pam_unix(sshd:session): session closed for user arun,Jul 12 09:14:30 backup01 sshd[3014]: error: maximum authentication attempts exceeded for ops from 192.0.2.40 port 41419 ssh2 [preauth]
11169,11168,2026-07-12 08:57:02,2026-07-12 08:13:23,-2619,Jul 12 08:13:23 backup01 sshd[3468]: pam_unix(sshd:session): session closed for user backup,Jul 12 08:57:02 backup01 sshd[6422]: pam_unix(sshd:session): session closed for user arun
11173,11172,2026-07-12 09:15:32,2026-07-12 09:13:57,-95,Jul 12 09:13:57 backup01 sudo:    j.maguire : TTY=pts/1 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/apt update,Jul 12 09:15:32 backup01 sshd[3160]: error: maximum authentication attempts exceeded for arun from 198.51.100.23 port 32176 ssh2 [preauth]
11184,11183,2026-07-12 09:21:36,2026-07-12 08:09:43,-4313,Jul 12 08:09:43 backup01 sshd[8321]: pam_unix(sshd:session): session closed for user backup,Jul 12 09:21:36 backup01 sshd[8051]: Connection closed by authenticating user j.singer 192.0.2.40 port 59239 [preauth]
11187,11186,2026-07-12 09:24:38,2026-07-12 08:18:30,-3968,Jul 12 08:18:30 backup01 sshd[9112]: pam_unix(sshd:session): session closed for user backup,Jul 12 09:24:38 backup01 sshd[7923]: Connection closed by authenticating user arun 192.0.2.11 port 38704 [preauth]
11191,11190,2026-07-12 09:28:09,2026-07-12 09:28:08,-1,Jul 12 09:28:08 backup01 sshd[1444]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 12 09:28:09 backup01 sshd[5423]: Failed password for j.maguire from 192.0.2.40 port 40814 ssh2
11202,11201,2026-07-12 09:37:10,2026-07-12 08:28:28,-4122,Jul 12 08:28:28 backup01 sshd[8940]: pam_unix(sshd:session): session closed for user arun,Jul 12 09:37:10 backup01 sshd[2292]: Failed password for backup from 198.51.100.25 port 61907 ssh2
11203,11202,2026-07-12 08:28:28,2026-07-12 08:10:12,-1096,Jul 12 08:10:12 backup01 sshd[6224]: pam_unix(sshd:session): session closed for user j.singer,Jul 12 08:28:28 backup01 sshd[8940]: pam_unix(sshd:session): session closed for user arun
11205,11204,2026-07-12 09:28:08,2026-07-12 08:25:57,-3731,Jul 12 08:25:57 backup01 sshd[8928]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 09:28:08 backup01 sshd[7070]: pam_unix(sshd:session): session closed for user j.singer
11239,11238,2026-07-12 10:12:46,2026-07-12 10:12:44,-2,Jul 12 10:12:44 backup01 sshd[7842]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 12 10:12:46 backup01 sshd[2541]: Accepted password for j.maguire from 192.0.2.30 port 44151 ssh2
11244,11243,2026-07-12 10:17:47,2026-07-12 09:48:36,-1751,Jul 12 09:48:36 backup01 sshd[7290]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 10:17:47 backup01 sshd[9708]: pam_unix(sshd:session): session opened for user arun by (uid=0)
11247,11246,2026-07-12 10:20:21,2026-07-12 09:59:03,-1278,Jul 12 09:59:03 backup01 sshd[2869]: pam_unix(sshd:session): session closed for user arun,Jul 12 10:20:21 backup01 sshd[6412]: Accepted password for j.maguire from 192.0.2.10 port 59784 ssh2
11263,11262,2026-07-12 10:31:55,2026-07-12 10:12:22,-1173,Jul 12 10:12:22 backup01 sshd[5312]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 10:31:55 backup01 sshd[9070]: Invalid user temp from 198.51.100.23 port 56631
11272,11271,2026-07-12 10:39:07,2026-07-12 09:13:57,-5110,Jul 12 09:13:57 backup01 sshd[3459]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 10:39:07 backup01 sshd[4559]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
11280,11279,2026-07-12 10:47:21,2026-07-12 10:46:58,-23,Jul 12 10:46:58 backup01 sshd[6173]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 12 10:47:21 backup01 sshd[6950]: Accepted password for j.maguire from 192.0.2.20 port 53015 ssh2
11285,11284,2026-07-12 10:47:58,2026-07-12 10:46:58,-60,Jul 12 10:46:58 backup01 sudo:    ops : TTY=pts/0 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/apt update,Jul 12 10:47:58 backup01 sshd[3050]: Accepted password for j.singer from 192.0.2.20 port 33077 ssh2
11287,11286,2026-07-12 10:47:58,2026-07-12 10:33:35,-863,Jul 12 10:33:35 backup01 sshd[1430]: pam_unix(sshd:session): session closed for user ops,Jul 12 10:47:58 backup01 sshd[3201]: pam_unix(sshd:session): session opened for user j.singer by (uid=0)
11291,11290,2026-07-12 10:50:01,2026-07-12 09:20:11,-5390,Jul 12 09:20:11 backup01 sshd[9164]: pam_unix(sshd:session): session closed for user ops,Jul 12 10:50:01 backup01 sshd[1426]: Connection closed by authenticating user j.singer 198.51.100.24 port 41839 [preauth]
11295,11294,2026-07-12 10:50:17,2026-07-12 10:50:16,-1,Jul 12 10:50:16 backup01 sshd[4180]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 12 10:50:17 backup01 sshd[8156]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
11299,11298,2026-07-12 10:51:15,2026-07-12 10:12:44,-2311,Jul 12 10:12:44 backup01 sshd[6216]: pam_unix(sshd:session): session closed for user ops,Jul 12 10:51:15 backup01 sshd[6326]: Invalid user test from 192.0.2.21 port 48561
11306,11305,2026-07-12 10:54:20,2026-07-12 10:54:09,-11,Jul 12 10:54:09 backup01 sshd[9759]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 12 10:54:20 backup01 sshd[8808]: Accepted password for backup from 192.0.2.31 port 33339 ssh2
11308,11307,2026-07-12 10:54:20,2026-07-12 10:47:58,-382,Jul 12 10:47:58 backup01 sshd[7803]: pam_unix(sshd:session): session closed for user j.singer,Jul 12 10:54:20 backup01 sshd[3697]: pam_unix(sshd:session): session opened for user backup by (uid=0)
11314,11313,2026-07-12 10:58:20,2026-07-12 09:56:23,-3717,Jul 12 09:56:23 backup01 sshd[2133]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 10:58:20 backup01 sshd[8836]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
11321,11320,2026-07-12 11:04:57,2026-07-12 10:54:20,-637,Jul 12 10:54:20 backup01 sshd[3735]: pam_unix(sshd:session): session closed for user backup,Jul 12 11:04:57 backup01 sshd[1978]: Failed password for j.singer from 192.0.2.10 port 38246 ssh2
11323,11322,2026-07-12 11:07:23,2026-07-12 10:39:07,-1696,Jul 12 10:39:07 backup01 sshd[5250]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 11:07:23 backup01 CRON[8856]: pam_unix(cron:session): session opened for user root by (uid=0)
11328,11327,2026-07-12 11:11:30,2026-07-12 10:50:16,-1274,Jul 12 10:50:16 backup01 sshd[9353]: pam_unix(sshd:session): session closed for user arun,Jul 12 11:11:30 backup01 sshd[3560]: Accepted password for arun from 198.51.100.24 port 64072 ssh2
11330,11329,2026-07-12 10:52:54,2026-07-12 10:47:08,-346,Jul 12 10:47:08 backup01 sshd[7391]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 10:52:54 backup01 sshd[8633]: pam_unix(sshd:session): session closed for user j.singer
11337,11336,2026-07-12 11:18:43,2026-07-12 11:18:24,-19,Jul 12 11:18:24 backup01 sudo:    ops : TTY=pts/0 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,Jul 12 11:18:43 backup01 sshd[3610]: pam_unix(sshd:session): session opened for user j.singer by (uid=0)
11341,11340,2026-07-12 11:20:10,2026-07-12 10:17:47,-3743,Jul 12 10:17:47 backup01 sshd[3579]: pam_unix(sshd:session): session closed for user arun,Jul 12 11:20:10 backup01 sshd[8004]: Failed password for j.singer from 198.51.100.25 port 33420 ssh2
11344,11343,2026-07-12 11:21:51,2026-07-12 10:58:20,-1411,Jul 12 10:58:20 backup01 sshd[4068]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 11:21:51 backup01 sshd[5861]: Invalid user oracle from 192.0.2.11 port 41992
11356,11355,2026-07-12 11:30:50,2026-07-12 10:56:53,-2037,Jul 12 10:56:53 backup01 sshd[9662]: pam_unix(sshd:session): session closed for user j.singer,Jul 12 11:30:50 backup01 sshd[5879]: Failed password for backup from 198.51.100.23 port 32171 ssh2
11363,11362,2026-07-12 11:38:36,2026-07-12 10:54:09,-2667,Jul 12 10:54:09 backup01 sshd[4093]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 11:38:36 backup01 sshd[5140]: Failed password for arun from 198.51.100.26 port 49115 ssh2
11388,11387,2026-07-12 12:02:10,2026-07-12 10:47:21,-4489,Jul 12 10:47:21 backup01 sshd[2421]: pam_unix(sshd:session): session closed for user j.maguire,Jul 12 12:02:10 backup01 sshd[6489]: Connection closed by authenticating user ops 192.0.2.31 port 42861 [preauth]
11393,11392,2026-07-12 12:04:17,2026-07-12 11:18:43,-2734,Jul 12 11:18:43 backup01 sshd[1764]: pam_unix(sshd:session): session closed for user j.singer,Jul 12 12:04:17 backup01 sshd[5772]: Connection closed by authenticating user j.singer 198.51.100.24 port 59640 [preauth]
11398,11397,2026-07-12 12:07:14,2026-07-12 11:29:17,-2277,Jul 12 11:29:17 backup01 sshd[1537]: pam_unix(sshd:session): session closed for user backup,Jul 12 12:07:14 backup01 sshd[3275]: Invalid user sysadmin from 192.0.2.10 port 41069
